"The Brain, cognition, and education","['Klivington, Kenneth A. [Author; Other]', 'Friedman, Sarah L. [Author; Other]', 'Peterson, Rita [Author; Other]']",English,1986,12372457,0122683307,9780122683305
"Recent advances in the chemistry and biochemistry of plant lipids : proceedings of a symposium arranged by the Phytochemical Society and the Lipid Group of the Biochemical Society, University of East Anglia, Norwich, April, 1974","['Galliard, T. [Author; Editor]', 'Mercer, E. I. [Author; Editor]', 'Biochemical Society (Great Britain) [Editor]']",English,1975,1814651,0122740505,9780122740503
"Animal migration, orientation, and navigation","['Gauthreaux, Sidney A. [Editor]']",en,1980,944116555,0122777506,9780122777509
The Uncommon market : essays in the economic history of the Atlantic slave trade,"['Mathematical Social Science Board.', 'Hogendorn, Jan S. [Editor]', 'Gemery, Henry A. [Editor]']",English,1979,4638218,0122798503,9780122798504
The handbook of genetic communicative disorders,"['Gerber, Sanford E. [Editor]']",English,2001,46786839,0122806050,9780122806056
The Development of mathematical thinking,"['Ginsburg, Herbert [Editor; Other]']",English,1983,8452376,0122847806,9780122847806
Handbook of human stress and immunity,"['Glaser, Ronald, 1939- [Editor; Other]', 'Kiecolt-Glaser, Janice K. [Editor; Other]']",English,1997,30594539,012285960X,9780122859601
"Discovering causal structure : artificial intelligence, philosophy of science, and statistical modeling","['Glymour, Clark N. [Author; Contributor]']",English,1987,15198071,0122869621,9780122869624
Behavioral analysis of drug dependence,"['Stolerman, Ian P. [Author; Other]', 'Goldberg, Steven R. [Author; Other]']",English,1986,12078847,0122871405,9780122871405
Temporal organization in cells; a dynamic theory of cellular control processes.,"['Goodwin, Brian C.']",English,1970,552063,0122893506,9780122893506
Genetics and the behavior of domestic animals,"['Grandin, Temple [Author; Editor]', 'Deesing, Mark [Editor]']",en,1998,818449523,0122951301,9780122951305
Equity and justice in social behavior,"['Cohen, Ronald L. 1944- [Associated name; Other]', 'Greenberg, Jerald [Other]']",English,1982,8171872,0122995805,9780122995804
The Effectiveness of early intervention for at-risk and handicapped children,"['Bennett, Forrest C. [Author; Other]', 'Guralnick, Michael J. [Author; Other]']",English,1987,13560080,012307911X,9780123079114
Heat transfer in boiling,"['Hahne, Erich [Editor]', 'Grigull, Ulrich, 1912- [Editor]']",und,1977,2798262,0123144507,9780123144508
"The Chemistry and biochemistry of plant proteins : proceedings of the Phytochemical Society symposium, University of Ghent, Belgium, September 1973","['Harborne, J. B. [Editor]', 'Phytochemical Group', 'Sumere, C. F. van [Associated name; Editor]']",English,1975,1608528,0123246687,9780123246684
Chemistry and biology of nucleosides and nucleotides,"['Harmon, Robert', 'Robins, Roland K.', 'Harmon, Robert E. [Editor; Other]', 'Townsend, Leroy B.']",English,1978,4651789,0123261406,9780123261403
Human ecology in savanna environments,"['Harris, David R. [Author; Editor]', 'Wenner-Gren Foundation for Anthropological Research']",English,1980,6423546,0123265509,9780123265500
Graph theory and its applications; proceedings.,"['Mathematics Research Center (United States. Army)', 'Harris, Bernard, 1926- [Editor]']",English,1970,100263,0123268508,9780123268501
Structure-solubility relationships in polymers,"['Seymour, Raymond B. 1912-1991 [Editor]', 'American Chemical Society.', 'Harris, Frank Wayne, 1942- [Associated name; Editor]']",English,1977,2968531,0123274508,9780123274502
Aspects of sponge biology,"['Harrison, Frederick W. [Associated name; Author]', 'Harrison, F. L.', 'Cowden, Ronald R. [Author]', 'Society for Developmental Biology [Author]']",en,1976,954165512,012327950X,9780123279507
Pollution ecology of estuarine invertebrates,"['Hart, C. W. [Author; Editor]', 'Fuller, Samuel L. H. [Author; Editor]']",en,1979,902241530,0123284406,9780123284402
Coevolution of fungi with plants and animals,"['Pirozynski, K. A. [Editor; Other]', 'Hawksworth, D. L. [Other]']",English,1988,20017369,0123334489,9780123334480
Social policy evaluation : an economic perspective,"['Razin, Assaf [Author]', 'Helpman, Elhanan [Author; Other]', 'Sadka, Efraim [Author]', 'Merkaz le-fituaḥ ʻal-shem P. Sapir']",und,1983,9043774,0123396603,9780123396600
"Recent aspects of nitrogen metabolism in plants; proceedings of a symposium held at Long Ashton Research Station, University of Bristol, 18-19 April 1967.","['Hewitt, E. J. [Author; Editor; Other]', 'Long Ashton Research Station [Editor]', 'Cutting, C. V. [Author; Editor; Other]']",English,1968,440085,0123462509,9780123462503
The Biology and chemistry of the Umbelliferae.,"['Heywood, V. H. 1927- [Editor]']",English,1971,292367,0123469406,9780123469403
Current concepts in plant taxonomy,"['Moore, D. M. [Editor]', 'Heywood, V. H. 1927- [Editor]']",English,1984,11022408,0123470609,9780123470607
"Aerosols and atmospheric chemistry; the Kendall Award Symposium honoring Milton Kerker, at the proceedings of the American Chemical Society, Los Angeles, California, March 28-April 2, 1971.","['Kerker, Milton [Honoree; Other]', 'Hidy, George M [Editor]', 'American Chemical Society [Other]']",en,1972,925038379,0123472504,9780123472502
"Clouds, their formation, optical properties, and effects","['Hobbs, Peter', 'Atmospheric Sciences Laboratory (U.S.)', 'Hobbs, Peter Victor, 1936-2005 [Editor; Other]', 'Deepak, Adarsh [Editor; Other]']",en,1981,925038621,0123507200,9780123507204
Test equating,"['Holland, Paul W.', 'Rubin, Donald B.']",und,1982,8194864,0123525209,9780123525208
The Structure of folk models,"['Stuchlik, Milan [Editor]', 'Holý, Ladislav [Editor]']",English,1981,7173151,0123537509,9780123537508
Quantitative scanning electron microscopy,"['Holt, D. B. [Editor]']",English,1974,1323644,0123538505,9780123538505
Large-scale dynamical processes in the atmosphere,"['Hoskins, Brian [Editor; Other]', 'Pearce, R. P. 1924- [Associated name; Editor; Other]']",English,1983,10151687,0123566800,9780123566805
"Trade, stability, and macroeconomics; essays in honor of Lloyd A. Metzler.","['Samuelson, Paul A. 1915-2009 [Editor; Other]', 'Metzler, Lloyd A. [Honoree; Other]', 'Horwich, George [Editor; Other]']",English,1974,790222,0123567505,9780123567505
Englishlish express,"['Collins, Anne, 1952 June 25-']",English,2003,225614155,0123602432,9780123602435
International review of cytology [44].,[],en,1976,709567508,0123643449,9780123643445
Quantitative planning and control : essays in honor of William Wager Cooper on the occasion of his 65th birthday,"['Whinston, Andrew B. [Editor]', 'Cooper, William W. 1914-2012 [Dedicatee; Other]', 'Ijiri, Yuji [Editor]']",English,1979,4835234,0123704502,9780123704504
Animal behavior,"['Breed, Michael D.', 'Moore, Janice [Author]']",en,2012,803609204,012372581X,9780123725813
"Nutrition and genomics : issues of ethics, law, regulation and communication","['Ries, Nola M. [Author; Editor]', 'Castle, David, 1967- [Editor]']",en,2009,316235104,0123741254,9780123741257
Biomaterials science : an introduction to materials in medicine,"['Hoffman, Allan S. [Contributor; Author; Editor]', 'Schoen, Frederick J. [Author; Contributor; Editor]', 'Ratner, B. D. 1947- [Author; Editor]']",en,2013,857954921,0123746264,9780123746269
Advances in protein chemistry and structural biology.,"['Eisenberg, David S.', 'McPherson, Alexander, 1944-']",en,2009,880315434,0123748275,9780123748270
Essential 3D game programming : how to create a playable game from start to finish,"['Millington, Ian']",English,2011,660519079,0123751039,9780123751034
Encylopedia [i.e. Encyclopedia] of ocean sciences : elements of physical oceanography,"['Thorpe, S. A. [Editor]']",English,2009,,0123757215,9780123757210
Synthetic multidentate macrocyclic compounds,"['Izatt, Reed M., 1926- [Editor]', 'Christensen, James J., 1931- [Editor]']",en,1978,638772805,0123776503,9780123776501
Enzymatic basis of detoxication,[],en,1980,310660690,0123800013,9780123800015
Solid state chemical sensors,"['Huber, Robert J. [Editor; Other]', 'Janata, Jiří [Editor; Other]']",en,1985,925040616,0123802105,9780123802101
Cognitive processes of nonhuman primates.,"['Jarrard, Leonard E., 1930- [Editor]', 'Geschwind, Norman [Other]']",en,1971,925040587,0123808502,9780123808509
Insect control : biological and synthetic agents,"['Gill, Sarjeet S. [Editor]', 'Gilbert, Lawrence I. 1929- [Editor]']",en,2010,641875400,0123814499,9780123814494
The Endocrine hypothalamus,"['Hutchinson, J. S. M. [Author; Editor]', 'Jeffcoate, S. L. [Author; Editor]']",English,1978,4686682,0123821509,9780123821508
Handbook of milk composition,"['Jensen, Robert G. [Author; Editor]']",English,1995,31969570,0123844304,9780123844309
"Advances in child development and behavior, v.40",[],en,2011,816477499,0123864917,9780123864918
Handbook of pharmacogenomics and stratified medicines,"['Padmanabhan, Sandosh [Editor of compilation]']",English,2014,868199686,0123868823,9780123868824
Marine pollution,"['Johnston, R [Editor]']",English,1976,2921349,0123876508,9780123876508
Spider physiology and behaviour : physiology,[],en,2011,751795155,0123876680,9780123876683
The Shaping of southern Englishland,[],English,1980,6813682,0123889502,9780123889508
Encyclopedia of cell biology,"['Bradshaw, Ralph A., 1941- [Editor]', 'Stahl, P. [Editor]']",en,9999,897457009,0123944473,9780123944474
R and data mining : examples and case studies,"['Zhao, Yanchang, 1977-']",en,2013,847110498,0123969638,9780123969637
Placebo and pain : from bench to bedside,"['Flaten, Magne Arve [Publishing director; Contributor; Editor]', 'Colloca, Luana [Publishing director; Contributor; Editor]', 'Meissner, Karin, 1964- [Publishing director; Contributor; Editor]']",en,2013,881850643,0123979315,9780123979315
Studies in spline functions and approximation theory,"['Karlin, Samuel, 1923-2007 [Associated name; Author; Editor]']",English,1976,2181121,012398565X,9780123985651
"The Role of products of the histocompatibility gene complex in immune responses : [proceedings of an international conference held at Brook Lodge, Augusta, Michigan, November 3-7, 1975]","['Benacerraf, Baruj, 1920-2011 [Editor]', 'Katz, David H. [Associated name; Editor]']",English,1976,3017952,012401660X,9780124016606
Shale oil production processes,"['Speight, James G.']",English,2012,960424435,0124017215,9780124017214
Agrammatism,"['Kean, Mary-Louise [Author; Other]']",English,1985,11113483,0124028306,9780124028302
Polycrystalline and amorphous thin films and devices,"['Kazmerski, Lawrence L. [Editor]']",en,1980,902074340,0124038808,9780124038806
"The claustrum : structural, functional, and clinical neuroscience","['Edelstein, Lawrence R. [Editor]', 'Ramachandran, V. S. [Editor]', 'Smythies, John R. 1922- [Editor]']",en,2014,913060851,0124045669,9780124045668
Cloud computing : theory and practice,"['Marinescu, Dan C']",en,2013,952857971,012404641X,9780124046412
Genomic control process : development and evolution,"['Davidson, Eric H., 1937-2015 [Author]', 'Peter, Isabelle S.']",English,2013,802322422,0124047297,9780124047297
The Psychology of the courtroom,"['Bray, Robert M. [Associated name]', 'Kerr, Norbert L.']",English,1996,7795790,0124049206,9780124049208
The basics of cloud computing : understanding the fundamentals of cloud computing in theory and practice,"['Jiang, Hai, 1980-', 'Rountree, Derrick', 'Castrillo, Ileana [Author]']",en,2012,893458620,0124059325,9780124059320
Experimental approaches to psychopathology.,"['Zubin, Joseph, 1900-1990 [Editor]', 'Kietzman, Mitchell L. [Editor]', 'Sutton, Samuel, 1921-1986 [Editor]']",English,1975,1031099,0124067506,9780124067509
Rodent malaria,[],en,1978,422670541,0124071503,9780124071506
From machine-to-machine to the internet of things : introduction to a new age of intelligence,"['Höller, Jan', 'Mulligan, Catherine H. [Author]', 'Tsiatsis, Vlasios, [Author]']",en,2014,941609696,012407684X,9780124076846
Handbook of polygraph testing,"['Kleiner, Murray']",English,2001,47675986,0124137407,9780124137400
"Data structures, computer graphics, and pattern recognition","['Klinger, A. 1937- [Author; Editor]', 'Kunii, Toshiyasu [Editor]', 'Fu, K. S. 1930-1985 [Editor]']",English,1979,2818586,0124150500,9780124150508
Emerging targets &amp; therapeutics in the treatment of psychostimulant abuse,"['Dwoskin, Linda P. [Author; Editor]']",en,2014,879592080,0124201180,9780124201187
Applied virology,"['Kurstak, Edouard [Other]']",en,1984,925634466,0124296017,9780124296015
Nonlinear systems and applications : an international conference,[],English,1977,,0124341500,9780124341500
Applied industrial catalysis v.1,[],en,1983,986946924,0124402011,9780124402010
Metallic contaminants and human health,"['Lee, Douglas H. K. 1905-2005 [Editor]', 'National Institute of Environmental Health Sciences']",English,1972,648021,0124406602,9780124406605
Biology and chemistry of eucaryotic cell surfaces,"['Smith, E. E., [Author; Editor]', 'Lee, E. Y. C.', 'University of Miami.']",en,1974,844347467,0124415504,9780124415508
Microcomputer design and applications,"['Lee, Samuel C., 1937- [Author; Editor]']",English,1977,3002719,0124423507,9780124423503
The Chemical environment,"['Lenihan, J. M. A. [Editor]', 'Fletcher, William W. 1918- [Editor]']",English,1978,4234862,0124435068,9780124435063
Individuals as producers of their development : a life-span perspective,"['Lerner, Richard M. [Author; Editor]', 'Busch-Rossnagel, Nancy A. [Author; Editor]']",ger,1981,7553397,0124445500,9780124445505
Financial decision making under uncertainty,"['Sarnat, Marshall [Editor]', 'Levy, Haim [Editor]']",und,1977,2984500,0124458505,9780124458505
"Hormonal proteins and peptides, volume I",[],English,1973,797649,012447201X,9780124472013
Spatial representation and behavior across the life span : theory and application,"['Liben, Lynn S. [Author; Editor; Other]', 'Patterson, Arthur H. [Author]', 'Newcombe, Nora [Author]']",English,1981,6942901,0124479804,9780124479807
The Cytoskeleton in plant growth and development,"['Lloyd, Clive W. [Editor; Other]']",English,1982,9545715,0124537804,9780124537804
Nonlinear viscoelastic solids,"['Lockett, F. J.']",English,1972,605033,0124543502,9780124543508
Solitons in action,"['Lonngren, Karl E. (Karl Erik), 1938-']",en,1978,901881471,0124555802,9780124555808
Hearing science and hearing disorders,"['Haggard, M. P. [Other]', 'Lutman, M. E. [Other]']",English,1983,9446445,0124604404,9780124604407
Ethnography of fertility and birth,"['MacCormack, Carol P. [Editor]']",English,1982,8546861,0124635504,9780124635500
"Prostaglandins, peptides and amines,","['Mantegazza, P. [Editor]', 'Horton, E. W. [Editor]']",English,1969,64899,0124699502,9780124699502
Practical tissue culture applications,"['Hirumi, Hiroyuki [Author; Editor]', 'Maramorosch, Karl [Author; Editor]']",de,1978,705561007,0124702856,9780124702851
The Single-particle density in physics and chemistry,"['March, Norman H. 1927- [Editor; Other]', 'Deb, B. M. [Editor; Other]']",English,1987,20992555,0124705189,9780124705180
Quantum theory and gravitation,"['Marlow, A. R. [Editor]']",en,1980,925046620,0124732607,9780124732605
Marine pharmacognosy; action of marine biotoxins at the cellular level.,"['Martin, Dean Frederick, 1933-', 'Padilla, George M. [Author; Editor]']",en,1973,645248705,0124745504,9780124745506
Neurochemical aspects of hypothalamic function,"['Martini, Luciano, 1927- [Author; Editor]', 'Meites, Joseph, 1913-2005 [Author; Editor]', 'International Society for Neurochemistry']",en,1970,804231518,0124755607,9780124755604
A Practical guide to protein and peptide purification for microsequencing,"['Matsudaira, Paul T. [Editor; Other]']",English,1989,20016217,012480280X,9780124802803
"The Earth, its origin, structure, and evolution","['Hales, Anton', 'Jaeger, J. C. 1907-1979', 'McElhinny, M. W. [Editor]']",English,1979,5220698,0124827500,9780124827509
Geographical aspects of health : essays in honour of Andrew Learmonth,"['McGlashan, Neil D. [Editor]', 'Learmonth, A. T. A. 1916- [Honoree; Other]', 'Blunden, John, 1934- [Associated name]']",English,1983,10306066,0124837808,9780124837805
Monoclonal antibodies in clinical medicine,"['McMichael, Andrew J. [Editor]', 'Fabre, John W. [Associated name; Editor]']",English,1982,8814969,0124855806,9780124855809
The Social psychology of school learning,"['McMillan, James H. [Editor; Other]']",English,1980,6357307,0124857507,9780124857506
Control processes in neoplasia,"['Hanson, Richard W. [Editor; Other]', 'Mehlman, Myron A. [Editor; Other]']",en,1974,832505476,0124878504,9780124878501
System identification : advances and case studies,"['Mehra, Raman K. [Editor]', 'Lainiotis, Demetrios G. [Editor]']",English,1976,2717181,0124879500,9780124879508
Mantle metasomatism,"['Hawkesworth, C. J. [Editor; Other]', 'Menzies, M. A. [Editor; Other]']",English,1987,20632921,0124910807,9780124910805
Singular perturbations and asymptotics : proceedings of an advanced seminar,"['Parter, Seymour V. [Editor]', 'University of Wisconsin--Madison. [Other]', 'Meyer, Richard E., 1919- [Editor]']",English,1980,6863854,0124932606,9780124932609
Critical issues in social thought,"['Milgate, Murray [Author]', 'Welch, Cheryl B. [Author]']",English,1989,22511311,0124962483,9780124962484
"Speech, language, and communication","['Eimas, Peter D. [Editor; Other]', 'Miller, Joanne L. [Editor; Other]']",en,1995,784456834,0124977707,9780124977709
Multivariate techniques in human communication research,"['Monge, Peter R. [Editor]', 'Cappella, Joseph N. [Associated name; Editor]']",und,1980,5887743,012504450X,9780125044509
"Origins of inbred mice : proceedings of a workshop, Bethesda, Maryland, February 14-16, 1978","['National Institute of Allergy and Infectious Diseases (U.S.)', 'Cancer Research Institute (New York, N.Y.)', 'Morse, Herbert C. [Other]']",en,1978,750609709,0125078501,9780125078504
Thermochemistry of transition metal complexes,"['ASHCROFT, SJ']",English,1970,92014,0125083505,9780125083508
Fibronectin,"['Mosher, Deane F. [Editor; Other]']",en,1989,859599838,0125084706,9780125084703
The Behavior of fish and other aquatic animals,"['Mostofsky, David I. [Author; Editor]']",en,1978,925049436,0125092504,9780125092500
Photodetectors and fiber optics,"['Nalwa, Hari Singh, 1954- [Editor]']",en,2001,427465615,012513908X,9780125139083
Synthesis and applications of DNA and RNA,"['Narang, Saran A. [Editor]']",en,1987,925050043,0125140304,9780125140300
Evoked electrical activity in the auditory nervous system,"['Fernandez, Cesar [Editor]', 'Naunton, Ralph F. [Editor]']",English,1978,4427506,0125149603,9780125149600
Senescence and aging in plants,"['Leopold, A. Carl 1919-2009 [Author; Editor]', 'Noodén, Larry D. [Author; Editor]']",en,1988,757050812,0125209207,9780125209205
Viral immunology and immunopathology,"['Notkins, Abner Louis [Editor]']",English,1975,1735435,0125220502,9780125220507
From Memex to hypertext : Vannevar Bush and the mind's machine,"['Bush, Vannevar, 1890-1974', 'Nyce, James M. [Editor]', 'Kahn, Paul, 1949-']",English,1991,24870981,0125232705,9780125232708
Developmental pragmatics,"['Ochs, Elinor [Editor]', 'Schieffelin, Bambi B. [Editor]']",English,1979,4907850,0125245505,9780125245500
Protein-calorie malnutrition.,"['Olson, Robert E., 1919- [Editor]', 'Mahāwitthayālai Chīang Mai.', 'International Union of Nutritional Sciences']",English,1975,1243836,0125261500,9780125261500
Molecular basis of thyroid hormone action,"['Samuels, Herbert H. [Other]', 'Apriletti, James W.', 'Oppenheimer, Jack H. [Editor; Other]']",English,1983,8764128,0125275609,9780125275606
Reading expository material,"['Otto, Wayne']",English,1982,8305993,0125310501,9780125310505
"Mitochondria : bioenergetics, biogenesis, and membrane structure","['Gómez-Puyou, Armando [Author; Editor]', 'Packer, Lester [Author; Editor]', 'Universidad Nacional de México']",English,1976,2154252,012543460X,9780125434607
Optoacoustic spectroscopy and detection,"['Pao, Yoh-Han [Author; Other]']",en,1977,908888263,0125441509,9780125441506
Adsorption from solution at the solid/liquid interface,"['Rochester, Colin H. [Associated name; Editor; Other]', 'Parfitt, G. D. [Editor; Other]']",English,1983,10095986,0125449801,9780125449809
Large scale scientific computation : proceedings of a conference,"['Parter, Seymour V. [Editor]', 'University of Wisconsin--Madison. [Editor]']",English,1984,10799296,0125460805,9780125460804
"Habituation, sensitization, and behavior","['Petrinovich, Lewis F', 'Peeke, Harman V. S. 1937-']",en,1985,663892467,0125498608,9780125498609
The recovered memory/false memory debate,"['Banks, William P. [Author; Other]', 'Pezdek, Kathy [Author; Other]']",English,1998,34355670,0125529759,9780125529754
Archaic hunters and gatherers in the American Midwest,"['Phillips, James L. [Editor]', 'Brown, James Allison, 1934- [Editor]']",English,1983,9133123,0125539800,9780125539807
Laser annealing of semiconductors,"['Poate, J. M. [Editor]', 'Mayer, James W., 1930- [Editor]']",en,1982,839391106,0125588208,9780125588201
"Norms of word association,","['Postman, Leo Joseph [Editor; Other]', 'Keppel, Geoffrey [Editor; Other]']",English,1970,98744,0125630506,9780125630504
"Nonlinear optimization, 1981","['Powell, M. J. D. 1936- [Author; Editor; Other]']",und,1982,8612551,0125638604,9780125638609
The Effects of infant and child mortality on fertility,"['Preston, Samuel H. [Author; Editor]', 'Barrett, J. C']",English,1978,3415365,012564440X,9780125644402
The Enzymes of glutamine metabolism.,"['Prusiner, Stanley B., 1942- [Editor]', 'Stadtman, Earl R. [Editor]', 'American Chemical Society']",English,1973,640358,0125664508,9780125664509
Surveys in general topology,"['Reed, George M. [Author; Editor]']",English,1980,5888160,0125849605,9780125849609
"Crop processes in controlled environments; proceedings of an international symposium held at the Glasshouse Crops Research Institute, Littlehampton, Sussex, Englishland, July 1971.","['Rees, A. R. 1932- [Creator; Editor]', 'Glasshouse Crops Research Institute (Littlehampton, Englishland)']",English,1972,415559,0125854404,9780125854405
Ecology of halophytes.,"['American Institute of Biological Sciences [Author]', 'Queen, William H. [Editor]', 'Reimold, Robert J. [Editor]']",en,1974,708518751,0125864507,9780125864503
The pollination of flowers by insects,"['Richards, A. J. [Editor]']",English,1978,4587773,012587460X,9780125874601
Lasers: light amplifiers and oscillators;,"['Röss, Dieter, 1932-']",English,1969,21515,0125981503,9780125981507
Social history and social policy,"['Rothman, David J. [Editor]', 'Wheeler, Stanton, 1930- [Editor]']",English,1981,7174847,0125986807,9780125986809
"Plasma protein metabolism; regulation of synthesis, distribution, and degradation.","['Rothschild, Marcus Adolphus, 1924- [Editor]', 'Waldmann, Thomas, 1930- [Editor]']",en,1970,925701686,0125987501,9780125987509
Studies in foundations and combinatorics,"['Rota, Gian-Carlo, 1932-1999 [Editor]']",English,1978,4194540,0125991010,9780125991018
Studies in probability and ergodic theory,"['Rota, Gian-Carlo, 1932-1999 [Editor]']",English,1978,4194333,0125991029,9780125991025
Studies in analysis,"['Rota, Gian-Carlo, 1932-1999 [Editor]']",English,1979,4494760,0125991509,9780125991506
Optical techniques in biological research,"['Rousseau, Denis L. [Editor; Other]']",en,1984,751498808,0125993226,9780125993227
Molecular basis of aging,"['Roy, A. K. [Associated name; Editor]', 'Oakland University', 'Chatterjee, B. [Associated name]']",en,1984,927804260,0126010609,9780126010602
Superconducting devices,"['Rudman, David Albert [Author; Editor; Other]', 'Ruggiero, Steven T. [Author; Editor; Other]']",en,1990,925056196,0126017158,9780126017151
"Teaching of statistics and statistical consulting : proceedings of a conference held at the Ohio State University, November 24-25, 1980","['Ohio State University', 'Wolfe, Douglas A. [Associated name]', 'Rustagi, Jagdish S. [Editor]']",English,1982,8305997,0126045402,9780126045406
Magmatic systems.,"['Ryan, Michael P., 1943- [Author; Other]']",English,1994,29596058,0126050708,9780126050707
Control mechanisms in the expression of cellular phenotypes.,"['Padykula, Helen A., 1924-2006 [Editor]']",en,1970,751383796,0126119090,9780126119091
"The Zoological Society of London, 1826-1976 and beyond : (the proceedings of a symposium held at the Zoological Society of London on 25 and 26 March, 1976)","['Zoological Society of London.', 'Zuckerman, Solly, 1904-1993 [Editor]', 'Zoological Society of London']",English,1976,2724249,0126133409,9780126133400
Animal disease in relation to animal conservation : (the proceedings of a symposium held at the Zoological Society of London on 26 and 27 November 1981),"['McDonnell, Unity [Editor]', 'Zoological Society of London [Editor]', 'Edwards, Marcia A. [Associated name; Editor]']",English,1982,8977795,0126133506,9780126133509
Physiological strategies in lactation : the proceedings of a symposium held at the Zoological Society of London on 11 and 12 November 1982,"['Knight, Christopher H. [Editor]', 'Peaker, Malcolm [Editor]', 'Vernon, R. G. [Associated name; Editor]']",English,1984,12132951,0126133514,9780126133516
Syntax and semantics (discourse and syntax).,[],English,1989,5433891,0126135126,9780126135121
"Endomycorrhizas : proceedings of a symposium held at the University of Leeds, 22-25 July 1974","['Sanders, F.E. University of Leeds Englishland']",English,1975,2129601,0126183503,9780126183504
Physiological genetics,"['Scandalios, John G. [Editor]']",English,1979,5196683,0126209804,9780126209808
Generalized concavity in optimization and economics,"['Ziemba, W. T. [Editor; Other]', 'Schaible, Siegfried [Editor; Other]']",English,1981,7947708,0126211205,9780126211207
Molecular regulation of nuclear events in mitosis and meiosis,"['Rao, Potu N.', 'Halleck, Margaret S.', 'Schlegel, Robert A. [Other]']",English,1987,13945243,0126251150,9780126251159
Evolution of prokaryotes,"['Federation of European Microbiological Societies [Editor]', 'Stackebrandt, Erko [Author; Editor]', 'Schleifer, Karl H. [Author; Editor]', 'Deutsche Forschungsgemeinschaft']",English,1985,12079111,0126251304,9780126251302
Educational policy and management : sex differentials,"['Carlson, Richard O.', 'Charters, W. W. 1921-', 'Schmuck, Patricia A. [Editor; Other]']",English,1981,7596944,0126273502,9780126273502
The Rust fungi,"['Scott, K. J. [Editor]', 'Chakravorty, A. K. [Editor]']",English,1982,8934953,0126335206,9780126335200
Lichen ecology,"['Seaward, M. R. D. [Editor]']",und,1977,3866143,0126343500,9780126343502
Protein turnover and lysosome function,"['Doyle, Darrell J. [Author; Editor]', 'Segal, Harold L. [Author; Editor]']",English,1978,4195030,0126361509,9780126361506
Alternatives to Piaget : critical essays on the theory,"['Siegel, Linda S. [Editor]', 'Brainerd, Charles J. [Editor]']",English,1978,3309962,0126419507,9780126419504
Electrophoretic techniques,"['Whittaker, Mary [Editor]', 'Simpson, C. F. [Editor]']",English,1983,10338343,0126444803,9780126444803
"The Normal microbial flora of man : [a symposium held during the summer conference of the Society for Applied Bacteriology at the University College of Wales, Aberystwyth, in July 1973]","['Skinner, F. A. 1919- [Editor]', 'Society for Applied Bacteriology.', 'Carr, John Geoffrey [Editor]']",English,1974,1202926,0126480400,9780126480405
"The Biochemistry of steroid hormone action: Biochemical Society symposium no. 32, held in University College, London, March 1970,","['Smellie, R. M. S. 1927- [Author; Editor]']",English,1970,137239,0126494509,9780126494501
Ecophysiology of coniferous forests,"['Hinckley, Thomas M. [Contributor; Editor]', 'Smith, William K. 1944- [Editor]']",English,1994,30734319,0126528756,9780126528756
Mutual knowledge,"['Smith, N. V. [Editor]']",English,1982,8455132,0126529809,9780126529807
The Psychology of human movement,"['Wing, Alan M. [Author; Editor; Other]', 'Smyth, Mary M. [Author; Editor; Other]']",English,1984,10948823,0126530203,9780126530209
Immunity to animal parasites.,"['Academia Nacional de Medicina de México', 'World Association for the Advancement of Veterinary Parasitology', 'Soulsby, E. J. L. [Author; Editor]']",English,1972,532375,0126553408,9780126553406
"A History of American physical anthropology, 1930-1980",[],en,1982,260126174,0126566607,9780126566604
Man-made lakes and human health,"['Stanley, N. F. (Neville Fenton), 1918-']",English,1975,1877852,0126635501,9780126635508
Deciphering a shell midden,"['Stein, Julie K. [Author; Editor]']",English,1992,24796937,0126647305,9780126647303
Information processing in motor control and learning,"['Stelmach, George E. [Editor]']",English,1978,4037364,0126659605,9780126659603
Constructs of sociality and individuality,"['Stringer, Peter [Editor]', 'Bannister, D. [Editor]']",English,1979,6215620,0126737509,9780126737509
Surface carbohydrates of the prokaryotic cell,"['Sutherland, Ian W. [Author; Editor]']",English,1977,3780010,0126778507,9780126778502
The Conceptual foundations of descriptive cataloging,"['Svenonius, Elaine']",English,1989,18520535,0126782105,9780126782103
"Fusion, vol 1. : magnetic confinement, part a",[],it,1981,878848297,0126852014,9780126852011
Infrasound and low frequency vibration,"['Tempest, W.']",English,1976,3169375,0126854505,9780126854503
Topics in learning and performance.,"['Thompson, Richard F.']",English,1972,379053,0126894507,9780126894509
New computer architectures,[],English,1984,11709784,0126909806,9780126909807
Essays in general relativity : a festschrift for Abraham Taub,"['Taub, A. H., 1911-1999 [Honoree]', 'Tipler, Frank J. [Author; Editor]']",English,1980,6555663,0126913803,9780126913804
The Biopsychology of development,"['Tobach, Ethel, 1921-2015 [Editor; Other]', 'Aronson, Lester R. 1911-1996 [Editor]', 'Shaw, Evelyn S. [Editor]']",English,1971,241105,0126917507,9780126917505
The Economics of urban amenities,"['Diamond, Douglas B. 1949-', 'Tolley, George S., 1925-']",English,1982,8112616,0126928606,9780126928600
Psychological and educational perspectives on learning disabilities,"['Torgesen, Joseph K. [Editor; Other]', 'Wong, Bernice Y. L. [Editor; Other]']",English,1986,11918776,0126954909,9780126954906
"Dietary fibre, fibre-depleted foods and disease","['Heaton, K. W. [Other]', 'Burkitt, D. P. [Other]', 'Trowell, H. C. [Other]']",English,1985,11399277,0127011609,9780127011608
Introducing language and society,"['Trudgill, Peter']",English,1984,10865975,0127012206,9780127012209
